facility_id,report_path,report_date,capacity,total_enrolled,method,snippet
384000818,data/ccld-reports/384000818/report-3.html,2025-08-21,15,15,table,TOTAL ENROLLED CHILDREN: 15
384000832,data/ccld-reports/384000832/report-0.html,2023-04-18,23,23,table,TOTAL ENROLLED CHILDREN: 23
384000832,data/ccld-reports/384000832/report-1.html,2024-04-18,24,24,table,TOTAL ENROLLED CHILDREN: 24
384000832,data/ccld-reports/384000832/report-2.html,2025-04-17,22,22,table,TOTAL ENROLLED CHILDREN: 22
384000867,data/ccld-reports/384000867/report-0.html,2020-12-11,23,,table,23
384000867,data/ccld-reports/384000867/report-1.html,2021-11-01,23,,table,23
384000867,data/ccld-reports/384000867/report-2.html,2021-04-16,0,0,table,TOTAL ENROLLED CHILDREN: 0
384000867,data/ccld-reports/384000867/report-3.html,2022-01-13,20,20,table,TOTAL ENROLLED CHILDREN: 20
384000867,data/ccld-reports/384000867/report-4.html,2022-11-22,23,23,table,TOTAL ENROLLED CHILDREN: 23
384000867,data/ccld-reports/384000867/report-5.html,2024-02-28,23,23,table,TOTAL ENROLLED CHILDREN: 23
384000867,data/ccld-reports/384000867/report-6.html,2025-04-14,23,23,table,TOTAL ENROLLED CHILDREN: 23
384000867,data/ccld-reports/384000867/report-7.html,2025-04-18,23,23,table,TOTAL ENROLLED CHILDREN: 23
384000892,data/ccld-reports/384000892/report-0.html,2023-03-13,54,,table,54
384000892,data/ccld-reports/384000892/report-1.html,2023-04-07,54,,table,54
384000892,data/ccld-reports/384000892/report-2.html,2021-06-04,30,,licensed,licensed for 30 children in Room 165 and will add Room 132 to house 24 Preschool children. LPA inspected room and yard. There are no children present this day. LPA observed that room has adequate ligh
384000892,data/ccld-reports/384000892/report-3.html,2022-01-26,54,54,table,TOTAL ENROLLED CHILDREN: 54
384000892,data/ccld-reports/384000892/report-4.html,2023-11-03,54,54,table,TOTAL ENROLLED CHILDREN: 54
384000892,data/ccld-reports/384000892/report-5.html,2024-12-12,16,16,table,TOTAL ENROLLED CHILDREN: 16
384000923,data/ccld-reports/384000923/report-0.html,2022-07-14,56,56,table,TOTAL ENROLLED CHILDREN: 56
384000923,data/ccld-reports/384000923/report-1.html,2023-08-15,52,52,table,TOTAL ENROLLED CHILDREN: 52
384000923,data/ccld-reports/384000923/report-2.html,2024-07-16,56,56,table,TOTAL ENROLLED CHILDREN: 56
384000923,data/ccld-reports/384000923/report-3.html,2025-09-08,56,56,table,TOTAL ENROLLED CHILDREN: 56
384000944,data/ccld-reports/384000944/report-0.html,2022-09-13,72,72,table,TOTAL ENROLLED CHILDREN: 72
384000944,data/ccld-reports/384000944/report-1.html,2023-10-11,94,94,table,TOTAL ENROLLED CHILDREN: 94
384000944,data/ccld-reports/384000944/report-2.html,2024-02-06,72,72,table,TOTAL ENROLLED CHILDREN: 72
384000944,data/ccld-reports/384000944/report-3.html,2024-10-08,64,64,table,TOTAL ENROLLED CHILDREN: 64
384000944,data/ccld-reports/384000944/report-4.html,2025-12-17,72,72,table,TOTAL ENROLLED CHILDREN: 72
384000981,data/ccld-reports/384000981/report-0.html,2022-03-28,58,58,table,TOTAL ENROLLED CHILDREN: 58
384000981,data/ccld-reports/384000981/report-1.html,2022-03-28,58,58,table,TOTAL ENROLLED CHILDREN: 58
384000981,data/ccld-reports/384000981/report-2.html,2023-02-01,60,60,table,TOTAL ENROLLED CHILDREN: 60
384000981,data/ccld-reports/384000981/report-3.html,2024-04-08,60,60,table,TOTAL ENROLLED CHILDREN: 60
384000981,data/ccld-reports/384000981/report-4.html,2025-02-26,60,60,table,TOTAL ENROLLED CHILDREN: 60
384000981,data/ccld-reports/384000981/report-5.html,2025-05-09,60,60,table,TOTAL ENROLLED CHILDREN: 60
384000988,data/ccld-reports/384000988/report-0.html,2023-05-09,45,45,table,TOTAL ENROLLED CHILDREN: 45
384000988,data/ccld-reports/384000988/report-1.html,2023-11-01,45,45,table,TOTAL ENROLLED CHILDREN: 45
384000988,data/ccld-reports/384000988/report-2.html,2024-08-02,45,45,table,TOTAL ENROLLED CHILDREN: 45
384000988,data/ccld-reports/384000988/report-3.html,2025-05-21,45,45,table,TOTAL ENROLLED CHILDREN: 45
384001017,data/ccld-reports/384001017/report-0.html,2022-04-20,40,40,table,TOTAL ENROLLED CHILDREN: 40
384001017,data/ccld-reports/384001017/report-1.html,2023-04-14,40,40,table,TOTAL ENROLLED CHILDREN: 40
384001017,data/ccld-reports/384001017/report-2.html,2024-06-26,40,40,table,TOTAL ENROLLED CHILDREN: 40
384001017,data/ccld-reports/384001017/report-3.html,2025-09-11,40,40,table,TOTAL ENROLLED CHILDREN: 40
384001019,data/ccld-reports/384001019/report-0.html,2022-02-08,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001019,data/ccld-reports/384001019/report-1.html,2023-02-14,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001019,data/ccld-reports/384001019/report-2.html,2024-03-26,29,29,table,TOTAL ENROLLED CHILDREN: 29
384001019,data/ccld-reports/384001019/report-3.html,2024-03-26,29,29,table,TOTAL ENROLLED CHILDREN: 29
384001019,data/ccld-reports/384001019/report-4.html,2025-01-07,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001138,data/ccld-reports/384001138/report-0.html,2021-12-20,48,,table,48
384001138,data/ccld-reports/384001138/report-1.html,2022-11-08,48,48,table,TOTAL ENROLLED CHILDREN: 48
384001138,data/ccld-reports/384001138/report-2.html,2024-05-13,48,48,table,TOTAL ENROLLED CHILDREN: 48
384001138,data/ccld-reports/384001138/report-3.html,2025-04-25,48,48,table,TOTAL ENROLLED CHILDREN: 48
384001195,data/ccld-reports/384001195/report-0.html,2022-09-21,27,27,table,TOTAL ENROLLED CHILDREN: 27
384001195,data/ccld-reports/384001195/report-1.html,2024-05-02,22,22,table,TOTAL ENROLLED CHILDREN: 22
384001195,data/ccld-reports/384001195/report-2.html,2024-08-09,17,17,table,TOTAL ENROLLED CHILDREN: 17
384001195,data/ccld-reports/384001195/report-3.html,2024-08-09,17,17,table,TOTAL ENROLLED CHILDREN: 17
384001195,data/ccld-reports/384001195/report-4.html,2025-03-11,21,21,table,TOTAL ENROLLED CHILDREN: 21
384001206,data/ccld-reports/384001206/report-0.html,2023-05-10,24,24,table,TOTAL ENROLLED CHILDREN: 24
384001206,data/ccld-reports/384001206/report-1.html,2024-07-03,24,24,table,TOTAL ENROLLED CHILDREN: 24
384001206,data/ccld-reports/384001206/report-2.html,2025-06-10,16,16,table,TOTAL ENROLLED CHILDREN: 16
384001263,data/ccld-reports/384001263/report-0.html,2024-04-26,175,,table,175
384001263,data/ccld-reports/384001263/report-1.html,2024-07-26,175,,table,175
384001263,data/ccld-reports/384001263/report-2.html,2025-07-22,175,,table,175
384001263,data/ccld-reports/384001263/report-3.html,2021-01-19,0,0,table,TOTAL ENROLLED CHILDREN: 0
384001263,data/ccld-reports/384001263/report-4.html,2023-05-16,155,155,table,TOTAL ENROLLED CHILDREN: 155
384001263,data/ccld-reports/384001263/report-5.html,2023-05-16,175,175,table,TOTAL ENROLLED CHILDREN: 175
384001263,data/ccld-reports/384001263/report-6.html,2024-04-08,161,161,table,TOTAL ENROLLED CHILDREN: 161
384001263,data/ccld-reports/384001263/report-7.html,2025-03-14,162,162,table,TOTAL ENROLLED CHILDREN: 162
384001263,data/ccld-reports/384001263/report-8.html,2025-12-16,164,164,table,TOTAL ENROLLED CHILDREN: 164
384001291,data/ccld-reports/384001291/report-0.html,2021-10-12,49,49,table,TOTAL ENROLLED CHILDREN: 49
384001291,data/ccld-reports/384001291/report-1.html,2022-02-09,49,49,table,TOTAL ENROLLED CHILDREN: 49
384001291,data/ccld-reports/384001291/report-2.html,2023-10-16,36,36,table,TOTAL ENROLLED CHILDREN: 36
384001291,data/ccld-reports/384001291/report-3.html,2024-10-23,49,49,table,TOTAL ENROLLED CHILDREN: 49
384001291,data/ccld-reports/384001291/report-4.html,2025-07-24,36,36,table,TOTAL ENROLLED CHILDREN: 36
384001346,data/ccld-reports/384001346/report-0.html,2025-07-31,22,,table,22
384001346,data/ccld-reports/384001346/report-1.html,2022-05-12,22,22,table,TOTAL ENROLLED CHILDREN: 22
384001346,data/ccld-reports/384001346/report-2.html,2023-07-03,22,22,table,TOTAL ENROLLED CHILDREN: 22
384001346,data/ccld-reports/384001346/report-3.html,2024-07-02,22,22,table,TOTAL ENROLLED CHILDREN: 22
384001346,data/ccld-reports/384001346/report-4.html,2025-06-12,22,22,table,TOTAL ENROLLED CHILDREN: 22
384001376,data/ccld-reports/384001376/report-0.html,2022-12-13,47,47,table,TOTAL ENROLLED CHILDREN: 47
384001376,data/ccld-reports/384001376/report-1.html,2023-11-13,47,47,table,TOTAL ENROLLED CHILDREN: 47
384001376,data/ccld-reports/384001376/report-2.html,2023-12-05,57,57,table,TOTAL ENROLLED CHILDREN: 57
384001376,data/ccld-reports/384001376/report-3.html,2024-12-13,47,47,table,TOTAL ENROLLED CHILDREN: 47
384001376,data/ccld-reports/384001376/report-4.html,2025-12-16,47,47,table,TOTAL ENROLLED CHILDREN: 47
384001393,data/ccld-reports/384001393/report-0.html,2022-09-08,45,45,table,TOTAL ENROLLED CHILDREN: 45
384001393,data/ccld-reports/384001393/report-1.html,2024-03-06,36,36,table,TOTAL ENROLLED CHILDREN: 36
384001393,data/ccld-reports/384001393/report-2.html,2025-03-06,36,36,table,TOTAL ENROLLED CHILDREN: 36
384001395,data/ccld-reports/384001395/report-0.html,2022-03-24,22,22,table,TOTAL ENROLLED CHILDREN: 22
384001395,data/ccld-reports/384001395/report-1.html,2022-04-08,22,22,table,TOTAL ENROLLED CHILDREN: 22
384001395,data/ccld-reports/384001395/report-2.html,2023-01-24,22,22,table,TOTAL ENROLLED CHILDREN: 22
384001395,data/ccld-reports/384001395/report-3.html,2024-01-09,8,8,table,TOTAL ENROLLED CHILDREN: 8
384001395,data/ccld-reports/384001395/report-4.html,2025-01-08,7,7,table,TOTAL ENROLLED CHILDREN: 7
384001418,data/ccld-reports/384001418/report-0.html,2022-09-28,57,57,table,TOTAL ENROLLED CHILDREN: 57
384001418,data/ccld-reports/384001418/report-1.html,2023-02-02,45,45,table,TOTAL ENROLLED CHILDREN: 45
384001418,data/ccld-reports/384001418/report-2.html,2023-02-02,45,45,table,TOTAL ENROLLED CHILDREN: 45
384001418,data/ccld-reports/384001418/report-3.html,2024-03-28,57,57,table,TOTAL ENROLLED CHILDREN: 57
384001418,data/ccld-reports/384001418/report-4.html,2025-02-25,46,46,table,TOTAL ENROLLED CHILDREN: 46
384001456,data/ccld-reports/384001456/report-0.html,2022-05-20,72,72,table,TOTAL ENROLLED CHILDREN: 72
384001456,data/ccld-reports/384001456/report-1.html,2023-05-01,24,24,table,TOTAL ENROLLED CHILDREN: 24
384001456,data/ccld-reports/384001456/report-2.html,2024-08-22,22,22,table,TOTAL ENROLLED CHILDREN: 22
384001473,data/ccld-reports/384001473/report-0.html,2022-07-27,26,26,table,TOTAL ENROLLED CHILDREN: 26
384001473,data/ccld-reports/384001473/report-1.html,2024-02-01,26,26,table,TOTAL ENROLLED CHILDREN: 26
384001473,data/ccld-reports/384001473/report-2.html,2025-03-05,26,26,table,TOTAL ENROLLED CHILDREN: 26
384001473,data/ccld-reports/384001473/report-3.html,2025-03-05,26,26,table,TOTAL ENROLLED CHILDREN: 26
384001473,data/ccld-reports/384001473/report-4.html,2025-04-22,26,26,table,TOTAL ENROLLED CHILDREN: 26
384001488,data/ccld-reports/384001488/report-0.html,2021-03-22,0,0,table,TOTAL ENROLLED CHILDREN: 0
384001488,data/ccld-reports/384001488/report-1.html,2021-08-06,48,,licensed,"licensed for 48 children and has requested an increase in capacity to serve 56 children (includes 4 nonambulatory), adding room 127. One new bathroom was added in between rooms 127 and 128. Days and h"
384001488,data/ccld-reports/384001488/report-2.html,2022-12-06,56,56,table,TOTAL ENROLLED CHILDREN: 56
384001488,data/ccld-reports/384001488/report-3.html,2023-12-12,56,56,table,TOTAL ENROLLED CHILDREN: 56
384001489,data/ccld-reports/384001489/report-0.html,2023-06-13,40,40,table,TOTAL ENROLLED CHILDREN: 40
384001489,data/ccld-reports/384001489/report-1.html,2023-09-20,40,40,table,TOTAL ENROLLED CHILDREN: 40
384001489,data/ccld-reports/384001489/report-2.html,2024-04-26,36,36,table,TOTAL ENROLLED CHILDREN: 36
384001489,data/ccld-reports/384001489/report-3.html,2025-04-03,40,40,table,TOTAL ENROLLED CHILDREN: 40
384001491,data/ccld-reports/384001491/report-0.html,2022-06-29,26,26,table,TOTAL ENROLLED CHILDREN: 26
384001491,data/ccld-reports/384001491/report-1.html,2023-01-17,72,72,table,TOTAL ENROLLED CHILDREN: 72
384001491,data/ccld-reports/384001491/report-2.html,2023-07-19,72,72,table,TOTAL ENROLLED CHILDREN: 72
384001491,data/ccld-reports/384001491/report-3.html,2024-06-25,38,38,table,TOTAL ENROLLED CHILDREN: 38
384001536,data/ccld-reports/384001536/report-0.html,2022-11-09,45,45,table,TOTAL ENROLLED CHILDREN: 45
384001536,data/ccld-reports/384001536/report-1.html,2024-03-11,43,43,table,TOTAL ENROLLED CHILDREN: 43
384001536,data/ccld-reports/384001536/report-2.html,2025-03-19,45,45,table,TOTAL ENROLLED CHILDREN: 45
384001548,data/ccld-reports/384001548/report-0.html,2021-10-27,24,24,table,TOTAL ENROLLED CHILDREN: 24
384001548,data/ccld-reports/384001548/report-1.html,2022-02-03,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001548,data/ccld-reports/384001548/report-2.html,2023-03-15,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001548,data/ccld-reports/384001548/report-3.html,2024-05-08,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001548,data/ccld-reports/384001548/report-4.html,2025-02-24,24,24,table,TOTAL ENROLLED CHILDREN: 24
384001548,data/ccld-reports/384001548/report-5.html,2025-03-27,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001604,data/ccld-reports/384001604/report-0.html,2023-01-31,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001604,data/ccld-reports/384001604/report-1.html,2024-04-09,11,11,table,TOTAL ENROLLED CHILDREN: 11
384001604,data/ccld-reports/384001604/report-2.html,2025-02-26,11,11,table,TOTAL ENROLLED CHILDREN: 11
384001625,data/ccld-reports/384001625/report-0.html,2021-01-05,16,,table,16
384001625,data/ccld-reports/384001625/report-1.html,2023-06-29,16,16,table,TOTAL ENROLLED CHILDREN: 16
384001625,data/ccld-reports/384001625/report-2.html,2024-09-12,16,16,table,TOTAL ENROLLED CHILDREN: 16
384001625,data/ccld-reports/384001625/report-3.html,2025-08-21,16,16,table,TOTAL ENROLLED CHILDREN: 16
384001634,data/ccld-reports/384001634/report-0.html,2023-05-10,34,34,table,TOTAL ENROLLED CHILDREN: 34
384001634,data/ccld-reports/384001634/report-1.html,2024-03-11,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001634,data/ccld-reports/384001634/report-2.html,2024-06-12,32,32,table,TOTAL ENROLLED CHILDREN: 32
384001634,data/ccld-reports/384001634/report-3.html,2024-08-20,36,36,table,TOTAL ENROLLED CHILDREN: 36
384001634,data/ccld-reports/384001634/report-4.html,2024-09-10,26,26,table,TOTAL ENROLLED CHILDREN: 26
384001634,data/ccld-reports/384001634/report-5.html,2024-09-19,28,28,table,TOTAL ENROLLED CHILDREN: 28
384001687,data/ccld-reports/384001687/report-0.html,2022-04-20,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001687,data/ccld-reports/384001687/report-1.html,2023-10-10,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001687,data/ccld-reports/384001687/report-2.html,2024-10-11,14,14,table,TOTAL ENROLLED CHILDREN: 14
384001687,data/ccld-reports/384001687/report-3.html,2025-10-09,12,12,table,TOTAL ENROLLED CHILDREN: 12
384001721,data/ccld-reports/384001721/report-0.html,2022-04-15,40,40,table,TOTAL ENROLLED CHILDREN: 40
384001721,data/ccld-reports/384001721/report-1.html,2023-04-27,40,40,table,TOTAL ENROLLED CHILDREN: 40
384001721,data/ccld-reports/384001721/report-2.html,2023-12-18,40,40,table,TOTAL ENROLLED CHILDREN: 40
384001721,data/ccld-reports/384001721/report-3.html,2024-08-19,40,40,table,TOTAL ENROLLED CHILDREN: 40
384001721,data/ccld-reports/384001721/report-4.html,2024-09-10,40,40,table,TOTAL ENROLLED CHILDREN: 40
384001721,data/ccld-reports/384001721/report-5.html,2024-09-10,40,40,table,TOTAL ENROLLED CHILDREN: 40
384001721,data/ccld-reports/384001721/report-6.html,2025-01-09,40,40,table,TOTAL ENROLLED CHILDREN: 40
384001721,data/ccld-reports/384001721/report-7.html,2025-08-21,40,40,table,TOTAL ENROLLED CHILDREN: 40
384001789,data/ccld-reports/384001789/report-0.html,2022-03-15,12,12,table,TOTAL ENROLLED CHILDREN: 12
384001789,data/ccld-reports/384001789/report-1.html,2023-03-13,25,25,table,TOTAL ENROLLED CHILDREN: 25
384001789,data/ccld-reports/384001789/report-2.html,2024-02-27,25,25,table,TOTAL ENROLLED CHILDREN: 25
384001789,data/ccld-reports/384001789/report-3.html,2025-02-14,25,25,table,TOTAL ENROLLED CHILDREN: 25
384001789,data/ccld-reports/384001789/report-4.html,2025-03-05,25,25,table,TOTAL ENROLLED CHILDREN: 25
384001789,data/ccld-reports/384001789/report-5.html,2025-06-10,25,25,table,TOTAL ENROLLED CHILDREN: 25
384001816,data/ccld-reports/384001816/report-0.html,2024-10-08,75,,table,75
384001816,data/ccld-reports/384001816/report-1.html,2024-11-05,75,,table,75
384001816,data/ccld-reports/384001816/report-2.html,2022-08-11,75,75,table,TOTAL ENROLLED CHILDREN: 75
384001816,data/ccld-reports/384001816/report-3.html,2023-06-14,75,75,table,TOTAL ENROLLED CHILDREN: 75
384001816,data/ccld-reports/384001816/report-4.html,2024-06-06,75,75,table,TOTAL ENROLLED CHILDREN: 75
384001816,data/ccld-reports/384001816/report-5.html,2024-10-08,75,75,table,TOTAL ENROLLED CHILDREN: 75
384001816,data/ccld-reports/384001816/report-6.html,2025-07-09,75,75,table,TOTAL ENROLLED CHILDREN: 75
384001816,data/ccld-reports/384001816/report-7.html,2025-07-21,75,75,table,TOTAL ENROLLED CHILDREN: 75
384001816,data/ccld-reports/384001816/report-8.html,2025-07-21,75,75,table,TOTAL ENROLLED CHILDREN: 75
384001829,data/ccld-reports/384001829/report-0.html,2022-08-05,34,34,table,TOTAL ENROLLED CHILDREN: 34
384001829,data/ccld-reports/384001829/report-1.html,2022-08-05,34,34,table,TOTAL ENROLLED CHILDREN: 34
384001829,data/ccld-reports/384001829/report-2.html,2024-01-24,32,32,table,TOTAL ENROLLED CHILDREN: 32
384001829,data/ccld-reports/384001829/report-3.html,2025-01-08,32,32,table,TOTAL ENROLLED CHILDREN: 32
384001831,data/ccld-reports/384001831/report-0.html,2022-08-31,12,12,table,TOTAL ENROLLED CHILDREN: 12
384001831,data/ccld-reports/384001831/report-1.html,2023-09-15,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001831,data/ccld-reports/384001831/report-2.html,2024-09-03,17,17,table,TOTAL ENROLLED CHILDREN: 17
384001831,data/ccld-reports/384001831/report-3.html,2025-08-06,16,16,table,TOTAL ENROLLED CHILDREN: 16
384001831,data/ccld-reports/384001831/report-4.html,2025-11-21,18,18,table,TOTAL ENROLLED CHILDREN: 18
384001834,data/ccld-reports/384001834/report-0.html,2022-04-05,32,32,table,TOTAL ENROLLED CHILDREN: 32
384001834,data/ccld-reports/384001834/report-1.html,2023-03-27,32,32,table,TOTAL ENROLLED CHILDREN: 32
384001834,data/ccld-reports/384001834/report-2.html,2024-06-20,32,32,table,TOTAL ENROLLED CHILDREN: 32
384001834,data/ccld-reports/384001834/report-3.html,2025-03-10,32,32,table,TOTAL ENROLLED CHILDREN: 32
384001834,data/ccld-reports/384001834/report-4.html,2025-03-27,32,32,table,TOTAL ENROLLED CHILDREN: 32
384001834,data/ccld-reports/384001834/report-5.html,2025-05-22,32,32,table,TOTAL ENROLLED CHILDREN: 32
384001838,data/ccld-reports/384001838/report-0.html,2022-07-27,20,20,table,TOTAL ENROLLED CHILDREN: 20
384001838,data/ccld-reports/384001838/report-1.html,2023-10-19,20,20,table,TOTAL ENROLLED CHILDREN: 20
384001838,data/ccld-reports/384001838/report-2.html,2024-11-06,20,20,table,TOTAL ENROLLED CHILDREN: 20
384001838,data/ccld-reports/384001838/report-3.html,2025-11-04,20,20,table,TOTAL ENROLLED CHILDREN: 20
384001884,data/ccld-reports/384001884/report-0.html,2025-04-08,42,,table,42
384001884,data/ccld-reports/384001884/report-1.html,2022-01-21,25,25,table,TOTAL ENROLLED CHILDREN: 25
384001884,data/ccld-reports/384001884/report-2.html,2023-01-25,21,21,table,TOTAL ENROLLED CHILDREN: 21
384001884,data/ccld-reports/384001884/report-3.html,2024-03-07,42,42,table,TOTAL ENROLLED CHILDREN: 42
384001910,data/ccld-reports/384001910/report-0.html,2022-03-17,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001910,data/ccld-reports/384001910/report-1.html,2023-10-03,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001910,data/ccld-reports/384001910/report-2.html,2024-03-08,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001910,data/ccld-reports/384001910/report-3.html,2024-04-19,23,23,table,TOTAL ENROLLED CHILDREN: 23
384001910,data/ccld-reports/384001910/report-4.html,2024-06-05,30,30,table,TOTAL ENROLLED CHILDREN: 30
384001910,data/ccld-reports/384001910/report-5.html,2025-06-16,19,19,table,TOTAL ENROLLED CHILDREN: 19
384001949,data/ccld-reports/384001949/report-0.html,2021-05-19,38,,table,38
384001949,data/ccld-reports/384001949/report-1.html,2022-09-26,38,,table,38
384001949,data/ccld-reports/384001949/report-2.html,2023-09-27,38,,table,38
384001949,data/ccld-reports/384001949/report-3.html,2023-09-27,38,,table,38
384001949,data/ccld-reports/384001949/report-4.html,2022-07-20,38,38,table,TOTAL ENROLLED CHILDREN: 38
384001949,data/ccld-reports/384001949/report-5.html,2023-06-01,38,38,table,TOTAL ENROLLED CHILDREN: 38
384001949,data/ccld-reports/384001949/report-6.html,2024-07-01,38,38,table,TOTAL ENROLLED CHILDREN: 38
384001949,data/ccld-reports/384001949/report-7.html,2024-08-26,38,38,table,TOTAL ENROLLED CHILDREN: 38
384001949,data/ccld-reports/384001949/report-8.html,2025-05-16,38,38,table,TOTAL ENROLLED CHILDREN: 38
384002029,data/ccld-reports/384002029/report-0.html,2022-09-16,52,52,table,TOTAL ENROLLED CHILDREN: 52
384002029,data/ccld-reports/384002029/report-1.html,2023-05-10,52,52,table,TOTAL ENROLLED CHILDREN: 52
384002029,data/ccld-reports/384002029/report-2.html,2024-04-15,52,52,table,TOTAL ENROLLED CHILDREN: 52
384002029,data/ccld-reports/384002029/report-3.html,2024-08-29,52,52,table,TOTAL ENROLLED CHILDREN: 52
384002029,data/ccld-reports/384002029/report-4.html,2025-04-03,71,71,table,TOTAL ENROLLED CHILDREN: 71
384002040,data/ccld-reports/384002040/report-0.html,2024-01-02,75,,table,75
384002040,data/ccld-reports/384002040/report-1.html,2022-09-06,75,75,table,TOTAL ENROLLED CHILDREN: 75
384002040,data/ccld-reports/384002040/report-2.html,2024-04-09,73,73,table,TOTAL ENROLLED CHILDREN: 73
384002040,data/ccld-reports/384002040/report-3.html,2024-05-07,73,73,table,TOTAL ENROLLED CHILDREN: 73
384002040,data/ccld-reports/384002040/report-4.html,2025-01-16,75,75,table,TOTAL ENROLLED CHILDREN: 75
384002040,data/ccld-reports/384002040/report-5.html,2025-03-14,75,75,table,TOTAL ENROLLED CHILDREN: 75
384002044,data/ccld-reports/384002044/report-0.html,2022-08-18,20,20,table,TOTAL ENROLLED CHILDREN: 20
384002044,data/ccld-reports/384002044/report-1.html,2023-10-04,20,20,table,TOTAL ENROLLED CHILDREN: 20
384002044,data/ccld-reports/384002044/report-2.html,2024-09-06,21,21,table,TOTAL ENROLLED CHILDREN: 21
384002044,data/ccld-reports/384002044/report-3.html,2025-07-16,20,20,table,TOTAL ENROLLED CHILDREN: 20
384002045,data/ccld-reports/384002045/report-0.html,2021-09-13,0,0,table,TOTAL ENROLLED CHILDREN: 0
384002045,data/ccld-reports/384002045/report-1.html,2022-09-23,15,15,table,TOTAL ENROLLED CHILDREN: 15
384002045,data/ccld-reports/384002045/report-2.html,2023-12-13,15,15,table,TOTAL ENROLLED CHILDREN: 15
384002045,data/ccld-reports/384002045/report-3.html,2024-09-19,17,17,table,TOTAL ENROLLED CHILDREN: 17
384002056,data/ccld-reports/384002056/report-0.html,2023-06-07,31,31,table,TOTAL ENROLLED CHILDREN: 31
384002056,data/ccld-reports/384002056/report-1.html,2024-10-21,27,27,table,TOTAL ENROLLED CHILDREN: 27
384002056,data/ccld-reports/384002056/report-2.html,2025-07-24,27,27,table,TOTAL ENROLLED CHILDREN: 27
384002073,data/ccld-reports/384002073/report-0.html,2022-09-15,100,100,table,TOTAL ENROLLED CHILDREN: 100
384002073,data/ccld-reports/384002073/report-1.html,2023-10-31,100,100,table,TOTAL ENROLLED CHILDREN: 100
384002073,data/ccld-reports/384002073/report-2.html,2024-01-24,100,100,table,TOTAL ENROLLED CHILDREN: 100
384002073,data/ccld-reports/384002073/report-3.html,2024-12-16,100,100,table,TOTAL ENROLLED CHILDREN: 100
384002073,data/ccld-reports/384002073/report-4.html,2025-10-20,100,100,table,TOTAL ENROLLED CHILDREN: 100
384002088,data/ccld-reports/384002088/report-0.html,2024-09-18,88,,table,88
384002088,data/ccld-reports/384002088/report-1.html,2023-06-20,88,88,table,TOTAL ENROLLED CHILDREN: 88
384002088,data/ccld-reports/384002088/report-2.html,2024-05-16,88,88,table,TOTAL ENROLLED CHILDREN: 88
384002088,data/ccld-reports/384002088/report-3.html,2025-04-24,88,88,table,TOTAL ENROLLED CHILDREN: 88
384002088,data/ccld-reports/384002088/report-4.html,2025-05-16,88,88,table,TOTAL ENROLLED CHILDREN: 88
384002096,data/ccld-reports/384002096/report-0.html,2022-10-03,16,16,table,TOTAL ENROLLED CHILDREN: 16
384002096,data/ccld-reports/384002096/report-1.html,2023-10-11,28,28,table,TOTAL ENROLLED CHILDREN: 28
384002096,data/ccld-reports/384002096/report-2.html,2025-09-04,19,19,table,TOTAL ENROLLED CHILDREN: 19
384002119,data/ccld-reports/384002119/report-0.html,2022-11-17,38,38,table,TOTAL ENROLLED CHILDREN: 38
384002119,data/ccld-reports/384002119/report-1.html,2023-11-17,38,38,table,TOTAL ENROLLED CHILDREN: 38
384002119,data/ccld-reports/384002119/report-2.html,2024-12-19,38,38,table,TOTAL ENROLLED CHILDREN: 38
384002119,data/ccld-reports/384002119/report-3.html,2025-12-17,35,35,table,TOTAL ENROLLED CHILDREN: 35
384002131,data/ccld-reports/384002131/report-0.html,2021-07-09,0,0,table,TOTAL ENROLLED CHILDREN: 0
384002131,data/ccld-reports/384002131/report-1.html,2021-07-20,0,0,table,TOTAL ENROLLED CHILDREN: 0
384002131,data/ccld-reports/384002131/report-2.html,2022-06-27,41,41,table,TOTAL ENROLLED CHILDREN: 41
384002131,data/ccld-reports/384002131/report-3.html,2023-07-05,36,36,table,TOTAL ENROLLED CHILDREN: 36
384002131,data/ccld-reports/384002131/report-4.html,2024-07-18,125,125,table,TOTAL ENROLLED CHILDREN: 125
384002156,data/ccld-reports/384002156/report-0.html,2022-09-13,80,,table,80
384002156,data/ccld-reports/384002156/report-1.html,2024-07-15,80,,table,80
384002156,data/ccld-reports/384002156/report-2.html,2022-03-24,80,80,table,TOTAL ENROLLED CHILDREN: 80
384002156,data/ccld-reports/384002156/report-3.html,2023-04-12,80,80,table,TOTAL ENROLLED CHILDREN: 80
