School,SchoolCode,Grade,Prg,Total,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice+
Alamo Es,413,K,GEN,828,91,84,71,51,52,43,43,393
Alamo Es,413,K,MS,2,0,0,0,0,2,0,0,0
Alamo Es,413,01,GEN,41,6,7,4,5,2,4,3,10
Alamo Es,413,01,MS,1,0,0,1,0,0,0,0,0
Alamo Es,413,02,GEN,22,4,5,2,1,3,0,1,6
Alamo Es,413,03,GEN,23,5,2,3,1,3,2,1,6
Alamo Es,413,03,MS,1,0,0,1,0,0,0,0,0
Alamo Es,413,04,GEN,22,5,6,2,2,0,1,3,3
Alamo Es,413,05,GEN,15,4,1,2,2,2,1,1,2
Alamo Es,413,05,MS,1,0,1,0,0,0,0,0,0
Alamo Es,413,TOTAL,ALL,956,115,106,86,62,64,51,52,420
Alvarado Es,420,K,GEN,726,54,54,42,58,73,75,58,312
Alvarado Es,420,K,IMMS,580,81,76,61,61,48,35,37,181
Alvarado Es,420,K,MS,3,2,1,0,0,0,0,0,0
Alvarado Es,420,01,GEN,43,7,9,5,8,6,1,0,7
Alvarado Es,420,01,IMMS,27,14,3,1,2,2,2,2,1
Alvarado Es,420,02,GEN,24,4,1,6,3,2,4,2,2
Alvarado Es,420,02,IMMS,4,3,0,1,0,0,0,0,0
Alvarado Es,420,03,GEN,18,0,3,2,2,4,0,1,6
Alvarado Es,420,03,IMMS,2,1,1,0,0,0,0,0,0
Alvarado Es,420,03,MS,1,0,0,0,1,0,0,0,0
Alvarado Es,420,04,GEN,10,2,0,3,2,0,1,1,1
Alvarado Es,420,04,IMMS,9,1,1,1,2,3,1,0,0
Alvarado Es,420,05,GEN,1,0,0,1,0,0,0,0,0
Alvarado Es,420,05,IMMS,2,2,0,0,0,0,0,0,0
Alvarado Es,420,TOTAL,ALL,1450,171,149,123,139,138,119,101,510
Argonne Es,435,K,GEN,894,103,87,69,71,58,48,67,391
Argonne Es,435,01,GEN,37,14,4,4,1,2,2,2,8
Argonne Es,435,02,GEN,25,5,6,1,3,3,0,2,5
Argonne Es,435,03,GEN,23,0,3,4,1,1,2,1,11
Argonne Es,435,04,GEN,15,2,2,2,1,3,1,1,3
Argonne Es,435,05,GEN,10,1,2,1,1,2,1,0,2
Argonne Es,435,TOTAL,ALL,1004,125,104,81,78,69,54,73,420
Argonne Tk,845,TK,GEN,188,68,40,48,16,10,5,0,1
Argonne Tk,845,TOTAL,ALL,188,68,40,48,16,10,5,0,1
Bryant Es,456,K,GEN,99,16,6,7,7,8,5,5,45
Bryant Es,456,K,SPN,89,27,15,22,10,9,2,2,2
Bryant Es,456,01,GEN,1,1,0,0,0,0,0,0,0
Bryant Es,456,01,SPN,2,1,0,0,1,0,0,0,0
Bryant Es,456,02,GEN,1,0,0,0,0,0,0,0,1
Bryant Es,456,02,SPN,1,0,0,1,0,0,0,0,0
Bryant Es,456,03,GEN,3,0,1,0,0,0,0,0,2
Bryant Es,456,03,SPN,1,1,0,0,0,0,0,0,0
Bryant Es,456,04,SPN,2,0,0,0,0,1,1,0,0
Bryant Es,456,05,SPN,1,1,0,0,0,0,0,0,0
Bryant Es,456,TOTAL,ALL,200,47,22,30,18,18,8,7,50
Carver Es,625,K,GEN,64,11,8,2,2,4,1,0,36
Carver Es,625,TOTAL,ALL,64,11,8,2,2,4,1,0,36
Chavez Es,603,K,GEN,95,8,12,12,6,3,6,2,46
Chavez Es,603,K,DT,2,2,0,0,0,0,0,0,0
Chavez Es,603,K,SPN,106,22,25,23,12,12,3,3,6
Chavez Es,603,01,SPN,5,2,1,1,1,0,0,0,0
Chavez Es,603,02,GEN,1,0,0,0,0,0,0,0,1
Chavez Es,603,02,SPN,5,1,0,2,1,0,1,0,0
Chavez Es,603,03,SPN,4,0,1,1,1,1,0,0,0
Chavez Es,603,04,SPN,7,1,2,1,1,1,1,0,0
Chavez Es,603,05,GEN,1,0,0,0,1,0,0,0,0
Chavez Es,603,05,SPN,1,0,1,0,0,0,0,0,0
Chavez Es,603,TOTAL,ALL,227,36,42,40,23,17,11,5,53
Chin Es,872,K,GEN,304,22,39,19,34,12,13,11,154
Chin Es,872,K,CHN,135,47,22,24,8,13,7,2,12
Chin Es,872,01,GEN,8,3,3,1,0,0,0,0,1
Chin Es,872,01,CHN,8,3,2,1,0,1,0,0,1
Chin Es,872,02,GEN,12,3,3,1,1,2,1,0,1
Chin Es,872,02,CHN,11,3,1,4,0,2,0,0,1
Chin Es,872,03,GEN,11,3,2,0,1,1,3,0,1
Chin Es,872,03,CHN,7,1,1,3,0,2,0,0,0
Chin Es,872,04,GEN,12,2,5,1,2,1,0,0,1
Chin Es,872,04,CHN,7,3,1,2,0,0,0,1,0
Chin Es,872,05,GEN,10,3,1,4,1,1,0,0,0
Chin Es,872,TOTAL,ALL,525,93,80,60,47,35,24,14,172
Chinese Ed Ctr Es,476,K,NEWC,1,0,0,0,0,0,0,0,1
Chinese Ed Ctr Es,476,03,NEWC,1,0,1,0,0,0,0,0,0
Chinese Ed Ctr Es,476,TOTAL,ALL,2,0,1,0,0,0,0,0,1
Chinese Immersion Es,509,K,IMMC,461,79,61,41,39,30,20,19,172
Chinese Immersion Es,509,01,IMMC,25,9,4,5,2,1,2,2,0
Chinese Immersion Es,509,03,IMMC,1,1,0,0,0,0,0,0,0
Chinese Immersion Es,509,04,IMMC,1,0,0,0,0,0,0,0,1
Chinese Immersion Es,509,TOTAL,ALL,488,89,65,46,41,31,22,21,173
Clarendon Es,478,K,GEN,1421,187,212,176,175,135,114,105,317
Clarendon Es,478,K,JPN,647,99,115,80,51,65,49,28,160
Clarendon Es,478,K,MM,4,0,1,1,0,0,1,1,0
Clarendon Es,478,01,GEN,93,18,28,14,12,7,6,4,4
Clarendon Es,478,01,JPN,27,10,3,1,5,3,3,0,2
Clarendon Es,478,02,GEN,51,14,10,10,6,4,1,1,5
Clarendon Es,478,02,JPN,9,2,2,0,3,0,2,0,0
Clarendon Es,478,03,GEN,40,7,9,6,9,3,2,1,3
Clarendon Es,478,03,JPN,8,4,1,1,0,0,0,0,2
Clarendon Es,478,04,GEN,28,4,8,4,6,3,0,0,3
Clarendon Es,478,04,JPN,3,2,1,0,0,0,0,0,0
Clarendon Es,478,05,GEN,16,1,3,4,4,3,0,0,1
Clarendon Es,478,05,JPN,3,2,1,0,0,0,0,0,0
Clarendon Es,478,TOTAL,ALL,2350,350,394,297,271,223,178,140,497
Cleveland Es,481,K,GEN,102,8,16,15,11,4,6,1,41
Cleveland Es,481,K,SPN,78,32,14,11,8,6,2,2,3
Cleveland Es,481,01,GEN,1,0,0,0,0,1,0,0,0
Cleveland Es,481,01,SPN,7,2,0,2,3,0,0,0,0
Cleveland Es,481,02,GEN,2,0,0,1,1,0,0,0,0
Cleveland Es,481,02,SPN,1,0,0,1,0,0,0,0,0
Cleveland Es,481,03,GEN,2,1,0,1,0,0,0,0,0
Cleveland Es,481,03,SPN,3,0,1,2,0,0,0,0,0
Cleveland Es,481,04,SPN,1,0,1,0,0,0,0,0,0
Cleveland Es,481,05,GEN,3,0,0,1,2,0,0,0,0
Cleveland Es,481,TOTAL,ALL,200,43,32,34,25,11,8,3,44
Cobb Es,525,K,GEN,105,12,8,8,1,2,4,2,68
Cobb Es,525,01,GEN,1,1,0,0,0,0,0,0,0
Cobb Es,525,TOTAL,ALL,106,13,8,8,1,2,4,2,68
Drew Es,507,K,GEN,94,20,12,13,4,5,4,1,35
Drew Es,507,K,MM,3,0,2,0,1,0,0,0,0
Drew Es,507,01,GEN,2,1,0,1,0,0,0,0,0
Drew Es,507,02,GEN,1,1,0,0,0,0,0,0,0
Drew Es,507,03,GEN,1,1,0,0,0,0,0,0,0
Drew Es,507,04,GEN,1,0,1,0,0,0,0,0,0
Drew Es,507,05,GEN,2,1,1,0,0,0,0,0,0
Drew Es,507,TOTAL,ALL,104,24,16,14,5,5,4,1,35
Drew Tk,849,TK,GEN,31,7,6,4,3,2,0,4,5
Drew Tk,849,TOTAL,ALL,31,7,6,4,3,2,0,4,5
El Dorado Es,521,K,GEN,57,8,5,7,2,3,1,1,30
El Dorado Es,521,03,GEN,1,1,0,0,0,0,0,0,0
El Dorado Es,521,04,GEN,1,0,0,1,0,0,0,0,0
El Dorado Es,521,05,GEN,2,0,2,0,0,0,0,0,0
El Dorado Es,521,05,MM,1,1,0,0,0,0,0,0,0
El Dorado Es,521,TOTAL,ALL,62,10,7,8,2,3,1,1,30
Fairmount Es,537,K,IMMC,1,1,0,0,0,0,0,0,0
Fairmount Es,537,K,IMMS,504,98,76,72,46,33,19,14,146
Fairmount Es,537,K,MS,5,3,1,1,0,0,0,0,0
Fairmount Es,537,01,IMMS,20,5,6,2,1,0,2,0,4
Fairmount Es,537,02,IMMS,7,3,1,2,0,0,1,0,0
Fairmount Es,537,03,IMMS,15,3,2,2,6,1,0,1,0
Fairmount Es,537,04,IMMS,9,2,3,1,0,3,0,0,0
Fairmount Es,537,05,IMMS,2,1,1,0,0,0,0,0,0
Fairmount Es,537,TOTAL,ALL,563,116,90,80,53,37,22,15,150
Feinstein Es,539,K,GEN,743,56,48,54,53,49,36,43,404
Feinstein Es,539,01,GEN,29,5,2,3,1,1,0,2,15
Feinstein Es,539,02,GEN,20,4,3,0,0,1,1,0,11
Feinstein Es,539,03,GEN,20,2,0,3,1,2,2,1,9
Feinstein Es,539,04,GEN,13,3,1,1,2,1,1,0,4
Feinstein Es,539,05,GEN,8,0,1,2,1,1,1,1,1
Feinstein Es,539,TOTAL,ALL,833,70,55,63,58,55,41,47,444
Flynn Es,680,K,GEN,144,15,19,12,7,7,5,4,75
Flynn Es,680,K,IMMS,225,29,27,21,22,20,12,6,88
Flynn Es,680,01,GEN,1,0,0,0,0,1,0,0,0
Flynn Es,680,01,IMMS,5,1,0,0,0,2,1,0,1
Flynn Es,680,02,GEN,1,0,0,0,0,1,0,0,0
Flynn Es,680,02,IMMS,4,0,0,0,2,2,0,0,0
Flynn Es,680,03,GEN,1,0,0,1,0,0,0,0,0
Flynn Es,680,03,IMMS,3,0,2,0,1,0,0,0,0
Flynn Es,680,04,GEN,3,1,0,0,1,1,0,0,0
Flynn Es,680,04,IMMS,10,0,2,5,2,1,0,0,0
Flynn Es,680,TOTAL,ALL,397,46,50,39,35,35,18,10,164
Garfield Es,562,K,GEN,194,3,12,21,13,7,6,5,127
Garfield Es,562,K,IMMC,116,11,4,11,10,8,4,6,62
Garfield Es,562,K,MM,2,1,0,1,0,0,0,0,0
Garfield Es,562,01,GEN,2,1,1,0,0,0,0,0,0
Garfield Es,562,01,IMMC,5,2,0,1,1,0,0,1,0
Garfield Es,562,01,MM,1,1,0,0,0,0,0,0,0
Garfield Es,562,02,GEN,3,0,1,0,0,0,0,0,2
Garfield Es,562,02,IMMC,1,0,0,0,1,0,0,0,0
Garfield Es,562,02,MM,1,0,0,0,1,0,0,0,0
Garfield Es,562,03,GEN,4,1,0,0,0,0,0,0,3
Garfield Es,562,04,GEN,2,1,0,0,0,0,0,0,1
Garfield Es,562,04,CHN,1,0,0,0,0,0,0,1,0
Garfield Es,562,05,GEN,2,0,0,0,1,0,0,0,1
Garfield Es,562,05,CHN,3,1,1,0,0,0,1,0,0
Garfield Es,562,TOTAL,ALL,337,22,19,34,27,15,11,13,196
Glen Park Es,575,K,GEN,383,31,33,26,29,20,23,20,201
Glen Park Es,575,K,MS,2,1,1,0,0,0,0,0,0
Glen Park Es,575,K,SPN,49,8,7,11,8,6,2,1,6
Glen Park Es,575,01,GEN,14,3,1,0,2,2,0,1,5
Glen Park Es,575,01,SPN,2,0,1,0,0,0,0,0,1
Glen Park Es,575,02,GEN,2,0,0,1,0,0,0,0,1
Glen Park Es,575,03,GEN,6,0,0,2,0,0,1,0,3
Glen Park Es,575,04,GEN,4,0,4,0,0,0,0,0,0
Glen Park Es,575,05,GEN,1,0,0,0,1,0,0,0,0
Glen Park Es,575,TOTAL,ALL,463,43,47,40,40,28,26,22,217
Grattan Es,589,K,GEN,1202,182,147,141,105,108,90,87,342
Grattan Es,589,K,SA,12,3,5,2,2,0,0,0,0
Grattan Es,589,01,GEN,65,14,6,14,11,4,4,3,9
Grattan Es,589,01,SA,1,0,1,0,0,0,0,0,0
Grattan Es,589,02,GEN,35,6,5,2,4,5,3,6,4
Grattan Es,589,03,GEN,25,9,2,2,2,4,2,1,3
Grattan Es,589,03,SA,1,0,1,0,0,0,0,0,0
Grattan Es,589,04,GEN,19,3,3,2,2,1,3,1,4
Grattan Es,589,05,GEN,8,0,1,1,1,0,2,1,2
Grattan Es,589,TOTAL,ALL,1368,217,171,164,127,122,104,99,364
Guadalupe Es,593,K,GEN,133,33,19,13,7,4,6,1,50
Guadalupe Es,593,K,SPN,79,23,18,18,8,4,1,2,5
Guadalupe Es,593,01,GEN,2,1,1,0,0,0,0,0,0
Guadalupe Es,593,01,SPN,1,0,1,0,0,0,0,0,0
Guadalupe Es,593,02,GEN,3,1,1,1,0,0,0,0,0
Guadalupe Es,593,02,SPN,1,0,1,0,0,0,0,0,0
Guadalupe Es,593,03,SPN,4,1,3,0,0,0,0,0,0
Guadalupe Es,593,04,SPN,1,0,0,0,1,0,0,0,0
Guadalupe Es,593,05,GEN,2,0,1,1,0,0,0,0,0
Guadalupe Es,593,TOTAL,ALL,226,59,45,33,16,8,7,3,55
Harte Es,453,K,GEN,46,5,4,6,3,0,0,0,28
Harte Es,453,K,IMMS,36,4,2,2,1,0,3,0,24
Harte Es,453,01,IMMS,1,0,0,0,0,0,0,0,1
Harte Es,453,03,GEN,1,0,1,0,0,0,0,0,0
Harte Es,453,TOTAL,ALL,84,9,7,8,4,0,3,0,53
Havard Tk,865,TK,GEN,33,5,6,2,7,1,1,1,10
Havard Tk,865,TOTAL,ALL,33,5,6,2,7,1,1,1,10
Hillcrest Es,614,K,GEN,143,11,26,14,13,8,13,7,51
Hillcrest Es,614,K,CHN,45,6,8,10,2,5,4,0,10
Hillcrest Es,614,K,MM,6,3,1,1,0,1,0,0,0
Hillcrest Es,614,K,SPN,52,9,10,13,8,3,3,1,5
Hillcrest Es,614,01,GEN,2,0,1,0,0,0,1,0,0
Hillcrest Es,614,01,CHN,3,0,0,1,0,1,1,0,0
Hillcrest Es,614,01,SPN,3,0,1,1,1,0,0,0,0
Hillcrest Es,614,02,GEN,3,1,0,1,0,0,1,0,0
Hillcrest Es,614,02,CHN,2,0,0,0,0,1,0,1,0
Hillcrest Es,614,02,SPN,1,0,0,0,0,1,0,0,0
Hillcrest Es,614,03,GEN,1,0,0,0,1,0,0,0,0
Hillcrest Es,614,03,CHN,4,0,1,3,0,0,0,0,0
Hillcrest Es,614,03,SPN,3,1,0,0,1,1,0,0,0
Hillcrest Es,614,04,GEN,1,0,0,0,0,0,1,0,0
Hillcrest Es,614,04,CHN,1,0,0,0,0,1,0,0,0
Hillcrest Es,614,04,SPN,1,0,0,1,0,0,0,0,0
Hillcrest Es,614,05,GEN,4,2,0,2,0,0,0,0,0
Hillcrest Es,614,TOTAL,ALL,275,33,48,47,26,22,24,9,66
Jefferson Es,644,K,GEN,863,53,49,56,50,60,73,48,474
Jefferson Es,644,K,MM,6,1,2,1,0,1,1,0,0
Jefferson Es,644,01,GEN,43,2,2,3,6,2,6,11,11
Jefferson Es,644,02,GEN,29,3,4,5,2,5,2,1,7
Jefferson Es,644,03,GEN,25,0,3,3,8,1,2,1,7
Jefferson Es,644,04,GEN,20,2,3,4,4,1,1,1,4
Jefferson Es,644,05,GEN,14,1,3,3,1,2,1,0,3
Jefferson Es,644,TOTAL,ALL,1000,62,66,75,71,72,86,62,506
Key Es,544,K,GEN,530,57,41,47,32,31,26,23,273
Key Es,544,K,MM,11,5,2,3,0,1,0,0,0
Key Es,544,01,GEN,16,1,2,1,3,0,2,0,7
Key Es,544,02,GEN,18,3,2,1,4,2,0,2,4
Key Es,544,03,GEN,20,2,0,4,2,4,1,1,6
Key Es,544,03,MM,1,0,1,0,0,0,0,0,0
Key Es,544,04,GEN,18,0,6,2,2,1,2,0,5
Key Es,544,05,GEN,10,2,2,2,2,1,0,1,0
Key Es,544,TOTAL,ALL,624,70,56,60,45,40,31,27,295
Lafayette Es,664,K,GEN,677,63,49,48,53,41,29,45,349
Lafayette Es,664,K,DA,7,6,1,0,0,0,0,0,0
Lafayette Es,664,01,GEN,21,4,0,1,2,3,4,2,5
Lafayette Es,664,02,GEN,15,3,0,3,1,0,3,1,4
Lafayette Es,664,03,GEN,25,7,2,1,3,0,3,2,7
Lafayette Es,664,04,GEN,15,3,1,3,1,0,1,3,3
Lafayette Es,664,05,GEN,10,1,0,1,0,3,1,3,1
Lafayette Es,664,TOTAL,ALL,770,87,53,57,60,47,41,56,369
Lakeshore Es,670,K,GEN,331,39,11,24,24,17,19,10,187
Lakeshore Es,670,K,MM,10,3,3,3,1,0,0,0,0
Lakeshore Es,670,01,GEN,9,0,1,3,0,1,0,0,4
Lakeshore Es,670,02,GEN,4,0,0,0,0,1,0,1,2
Lakeshore Es,670,02,MM,1,1,0,0,0,0,0,0,0
Lakeshore Es,670,03,GEN,7,0,0,0,0,1,0,1,5
Lakeshore Es,670,03,MM,1,1,0,0,0,0,0,0,0
Lakeshore Es,670,04,GEN,3,0,0,0,2,0,0,0,1
Lakeshore Es,670,05,GEN,2,0,1,0,0,1,0,0,0
Lakeshore Es,670,TOTAL,ALL,368,44,16,30,27,21,19,12,199
Lau Es,490,K,GEN,188,13,37,8,21,11,13,7,78
Lau Es,490,K,CHN,126,47,8,31,9,13,8,4,6
Lau Es,490,01,GEN,1,0,0,0,1,0,0,0,0
Lau Es,490,01,CHN,3,1,1,1,0,0,0,0,0
Lau Es,490,02,GEN,2,0,1,0,1,0,0,0,0
Lau Es,490,02,CHN,5,2,2,1,0,0,0,0,0
Lau Es,490,03,GEN,8,1,2,1,3,0,0,0,1
Lau Es,490,03,CHN,6,3,1,1,1,0,0,0,0
Lau Es,490,04,GEN,8,0,4,0,4,0,0,0,0
Lau Es,490,04,CHN,8,5,0,3,0,0,0,0,0
Lau Es,490,05,GEN,2,0,1,1,0,0,0,0,0
Lau Es,490,05,CHN,8,1,4,2,1,0,0,0,0
Lau Es,490,TOTAL,ALL,365,73,61,49,41,24,21,11,85
Lilienthal K-8,479,K,GEN,995,153,148,76,74,78,62,59,345
Lilienthal K-8,479,K,IMMK,206,35,16,10,9,7,15,10,104
Lilienthal K-8,479,01,GEN,47,10,4,5,8,7,3,6,4
Lilienthal K-8,479,01,IMMK,6,2,1,0,2,0,0,0,1
Lilienthal K-8,479,02,GEN,28,8,5,3,2,3,2,1,4
Lilienthal K-8,479,03,GEN,27,7,7,4,1,1,2,1,4
Lilienthal K-8,479,04,GEN,26,11,4,3,2,4,0,2,0
Lilienthal K-8,479,05,GEN,23,9,9,4,1,0,0,0,0
Lilienthal K-8,479,05,IMMK,1,1,0,0,0,0,0,0,0
Lilienthal K-8,479,06,GEN,184,35,27,34,29,13,11,14,21
Lilienthal K-8,479,07,GEN,12,4,1,2,0,2,0,0,3
Lilienthal K-8,479,08,GEN,3,0,0,2,0,0,1,0,0
Lilienthal K-8,479,TOTAL,ALL,1558,275,222,143,128,115,96,93,486
Longfellow Es,691,K,GEN,147,36,24,9,5,1,5,3,64
Longfellow Es,691,K,SPN,50,22,8,5,6,4,2,0,3
Longfellow Es,691,01,GEN,3,1,0,1,1,0,0,0,0
Longfellow Es,691,02,GEN,2,1,0,0,0,0,0,0,1
Longfellow Es,691,02,SPN,2,2,0,0,0,0,0,0,0
Longfellow Es,691,03,GEN,3,3,0,0,0,0,0,0,0
Longfellow Es,691,03,SPN,2,2,0,0,0,0,0,0,0
Longfellow Es,691,04,GEN,1,1,0,0,0,0,0,0,0
Longfellow Es,691,05,GEN,3,3,0,0,0,0,0,0,0
Longfellow Es,691,TOTAL,ALL,213,71,32,15,12,5,7,3,68
Malcolm X Es,830,K,GEN,40,4,5,1,1,1,1,0,27
Malcolm X Es,830,02,GEN,1,0,1,0,0,0,0,0,0
Malcolm X Es,830,03,GEN,1,0,1,0,0,0,0,0,0
Malcolm X Es,830,05,GEN,1,0,1,0,0,0,0,0,0
Malcolm X Es,830,TOTAL,ALL,43,4,8,1,1,1,1,0,27
Marshall Es,714,K,IMMS,268,53,42,27,18,14,16,6,92
Marshall Es,714,01,IMMS,8,2,1,3,0,0,0,1,1
Marshall Es,714,02,IMMS,6,4,1,0,1,0,0,0,0
Marshall Es,714,03,IMMS,6,3,1,1,0,1,0,0,0
Marshall Es,714,04,IMMS,7,0,0,1,5,1,0,0,0
Marshall Es,714,TOTAL,ALL,295,62,45,32,24,16,16,7,93
McCoppin Es,549,K,GEN,197,4,4,16,7,11,5,7,143
McCoppin Es,549,K,CHN,15,1,1,2,1,2,2,2,4
McCoppin Es,549,01,GEN,6,0,1,0,2,1,0,0,2
McCoppin Es,549,02,GEN,3,1,0,0,0,0,1,0,1
McCoppin Es,549,03,GEN,3,0,0,0,0,0,0,0,3
McCoppin Es,549,03,CHN,1,0,0,0,1,0,0,0,0
McCoppin Es,549,04,GEN,1,0,0,0,0,1,0,0,0
McCoppin Es,549,05,GEN,2,0,0,0,1,0,0,0,1
McCoppin Es,549,05,CHN,2,0,2,0,0,0,0,0,0
McCoppin Es,549,TOTAL,ALL,230,6,8,18,12,15,8,9,154
McKinley Es,718,K,GEN,871,89,73,74,70,68,80,64,353
McKinley Es,718,01,GEN,48,8,2,9,6,5,6,4,8
McKinley Es,718,02,GEN,19,3,1,2,2,7,2,0,2
McKinley Es,718,03,GEN,15,1,1,3,2,2,0,2,4
McKinley Es,718,04,GEN,11,3,0,2,1,2,2,0,1
McKinley Es,718,05,GEN,1,0,0,0,1,0,0,0,0
McKinley Es,718,TOTAL,ALL,965,104,77,90,82,84,90,70,368
McLaren Tk,704,TK,GEN,62,14,14,9,8,1,4,2,10
McLaren Tk,704,TOTAL,ALL,62,14,14,9,8,1,4,2,10
Milk Es,505,K,GEN,301,14,22,10,8,17,18,12,200
Milk Es,505,01,GEN,9,1,0,1,2,0,0,1,4
Milk Es,505,02,GEN,10,1,1,1,0,0,1,2,4
Milk Es,505,03,GEN,4,0,0,0,1,0,0,0,3
Milk Es,505,04,GEN,6,1,0,1,0,0,1,0,3
Milk Es,505,TOTAL,ALL,330,17,23,13,11,17,20,15,214
Miraloma Es,722,K,GEN,875,102,65,82,68,69,73,59,357
Miraloma Es,722,K,MM,7,0,4,2,0,0,1,0,0
Miraloma Es,722,01,GEN,54,5,13,8,7,6,2,3,10
Miraloma Es,722,02,GEN,28,5,5,4,0,3,1,3,7
Miraloma Es,722,03,GEN,16,1,2,0,3,4,0,2,4
Miraloma Es,722,04,GEN,12,3,1,1,1,2,1,1,2
Miraloma Es,722,05,GEN,2,0,0,0,0,0,0,2,0
Miraloma Es,722,05,MM,1,0,1,0,0,0,0,0,0
Miraloma Es,722,TOTAL,ALL,995,116,91,97,79,84,78,70,380
Mission Ed Ctr Es,724,K,NEWS,7,4,0,0,0,1,0,0,2
Mission Ed Ctr Es,724,02,NEWS,2,1,0,0,0,1,0,0,0
Mission Ed Ctr Es,724,TOTAL,ALL,9,5,0,0,0,2,0,0,2
Monroe Es,729,K,GEN,205,19,41,22,16,13,11,8,75
Monroe Es,729,K,CHN,64,28,8,9,7,3,1,5,3
Monroe Es,729,K,IMMS,275,62,35,36,19,13,7,12,91
Monroe Es,729,01,GEN,5,0,2,2,1,0,0,0,0
Monroe Es,729,01,CHN,8,3,2,1,0,1,0,1,0
Monroe Es,729,01,IMMS,12,8,1,2,1,0,0,0,0
Monroe Es,729,02,GEN,12,5,4,0,1,0,1,0,1
Monroe Es,729,02,CHN,8,3,2,1,0,1,0,1,0
Monroe Es,729,02,IMMS,6,1,4,0,1,0,0,0,0
Monroe Es,729,03,GEN,11,3,3,2,1,1,1,0,0
Monroe Es,729,03,CHN,6,2,3,1,0,0,0,0,0
Monroe Es,729,03,IMMS,9,2,2,2,2,0,0,1,0
Monroe Es,729,04,GEN,9,5,3,1,0,0,0,0,0
Monroe Es,729,04,CHN,2,1,1,0,0,0,0,0,0
Monroe Es,729,04,IMMS,4,2,1,0,1,0,0,0,0
Monroe Es,729,05,GEN,6,2,1,3,0,0,0,0,0
Monroe Es,729,05,CHN,4,2,2,0,0,0,0,0,0
Monroe Es,729,TOTAL,ALL,646,148,115,82,50,32,21,28,170
Montessori Es,814,K,GEN,329,29,19,20,22,23,16,15,185
Montessori Es,814,01,GEN,8,3,0,3,0,0,0,0,2
Montessori Es,814,02,GEN,6,1,0,0,2,0,2,0,1
Montessori Es,814,03,GEN,4,1,0,0,1,0,0,0,2
Montessori Es,814,04,GEN,2,0,0,1,0,0,0,1,0
Montessori Es,814,TOTAL,ALL,349,34,19,24,25,23,18,16,190
Moscone Es,723,K,GEN,164,24,30,14,13,5,7,3,68
Moscone Es,723,K,CHN,22,10,2,4,1,0,0,0,5
Moscone Es,723,K,SPN,125,50,30,22,10,3,3,3,4
Moscone Es,723,01,GEN,1,0,0,0,1,0,0,0,0
Moscone Es,723,01,SPN,9,5,2,1,0,0,0,1,0
Moscone Es,723,02,GEN,2,1,0,0,0,0,0,0,1
Moscone Es,723,02,CHN,1,0,0,1,0,0,0,0,0
Moscone Es,723,02,SPN,4,2,1,1,0,0,0,0,0
Moscone Es,723,03,GEN,3,2,0,0,0,0,1,0,0
Moscone Es,723,03,CHN,1,0,0,0,0,1,0,0,0
Moscone Es,723,03,SPN,3,1,1,1,0,0,0,0,0
Moscone Es,723,04,SPN,3,1,0,0,0,1,0,1,0
Moscone Es,723,TOTAL,ALL,338,96,66,44,25,10,11,8,78
Muir Es,650,K,GEN,84,12,13,8,3,2,3,0,43
Muir Es,650,K,SPN,20,4,6,3,3,2,0,0,2
Muir Es,650,01,SPN,1,0,0,0,0,1,0,0,0
Muir Es,650,02,SPN,1,0,1,0,0,0,0,0,0
Muir Es,650,03,GEN,3,0,0,0,0,0,1,0,2
Muir Es,650,03,SPN,1,0,0,0,0,1,0,0,0
Muir Es,650,TOTAL,ALL,110,16,20,11,6,6,4,0,47
New Traditions Es,735,K,GEN,674,58,49,62,47,46,44,48,320
New Traditions Es,735,01,GEN,22,1,6,3,0,1,1,2,8
New Traditions Es,735,02,GEN,17,2,3,2,2,1,2,2,3
New Traditions Es,735,03,GEN,10,1,2,1,0,0,0,1,5
New Traditions Es,735,04,GEN,8,1,1,1,1,0,1,0,3
New Traditions Es,735,05,GEN,4,2,0,1,0,0,0,0,1
New Traditions Es,735,TOTAL,ALL,735,65,61,70,50,48,48,53,340
Noriega Tk,752,TK,GEN,198,71,66,24,12,7,7,4,7
Noriega Tk,752,TOTAL,ALL,198,71,66,24,12,7,7,4,7
Ortega Es,746,K,GEN,187,5,13,6,8,15,8,7,125
Ortega Es,746,K,IMMM,224,34,35,13,19,14,10,5,94
Ortega Es,746,01,GEN,4,0,0,0,1,1,0,0,2
Ortega Es,746,01,IMMM,13,4,3,1,0,1,0,1,3
Ortega Es,746,02,GEN,3,0,2,0,0,0,0,0,1
Ortega Es,746,02,IMMM,1,0,0,0,1,0,0,0,0
Ortega Es,746,03,GEN,4,0,2,0,0,0,1,0,1
Ortega Es,746,03,IMMM,3,1,1,0,1,0,0,0,0
Ortega Es,746,04,GEN,2,0,1,0,0,0,1,0,0
Ortega Es,746,04,IMMM,4,3,0,0,0,0,1,0,0
Ortega Es,746,05,GEN,1,1,0,0,0,0,0,0,0
Ortega Es,746,TOTAL,ALL,446,48,57,20,30,31,21,13,226
Parker Es,638,K,GEN,142,8,9,5,20,10,19,4,67
Parker Es,638,K,CHN,79,14,8,27,7,12,4,6,1
Parker Es,638,01,GEN,1,0,0,0,0,0,0,0,1
Parker Es,638,01,CHN,5,2,0,1,1,0,0,1,0
